timestamp,service,endpoint,http_method,http_status,response_time_ms,error_flag,environment,request_id,trace_id,span_id,payload_size_bytes,cpu_usage_percent,memory_usage_mb,log_level,error_message,Browser,Operating System
2025-04-10T17:56:33.322452,Order,/api/orders/<order_id>/cancel,PATCH,200,223.66,False,cloud,0044d8c2-58bd-4094-a728-42edf31a4d15,69c63e90-ac5d-4d1a-b5e3-bbfff49ec538,dacc3081-89c8-4cbe-aea1-089f8dd0c5d6,1019,60.57,133.19,WARN,,Safari 78.0.7,macOS 11.2
2025-04-10T17:57:12.322452,User,/api/users/<user_id>/update,PATCH,201,157.66,False,on-premises,4db84df6-dbc6-430b-bdf0-b36be8599161,8737cac3-257d-4655-b0be-9ee0fdfa65f6,607559fb-6bb7-4dcc-b1f2-0e37c9d68269,4208,30.09,160.02,INFO,,Opera 72.6.4,macOS 15.4
2025-04-10T17:57:19.322452,Notification,/api/notifications/send,POST,201,89.87,False,on-premises,bbbbc2ba-16b8-4377-972b-3e1d193ab378,cd560182-b348-4149-8bb6-7b8045b2646f,4aacf9ef-3073-4a6d-b03b-1c08917347d9,771,88.54,53.09,WARN,,Chrome 76.8.7,Android 12.5
2025-04-10T17:57:26.322452,Payment,/api/payments/refund,POST,200,854.5,False,cloud,127c0afa-3633-403b-b51e-aa282a7ca0dd,5da93be2-7342-4512-880c-605e2245a5bf,60d532d4-9214-4bae-868f-10ec98a7e468,2158,35.58,430.87,INFO,,Chrome 81.6.4,Windows 13.5
2025-04-10T17:57:48.322452,User,/api/users/register,POST,201,148.05,False,cloud,5a89e1ff-e597-4b73-abdb-a7d31802bddd,94703aa4-9af8-4f2b-ab51-3ede75456dd5,5062c1b8-9230-45e2-887f-a0cdc66832f8,3803,18.15,447.64,WARN,,Firefox 70.5.6,Linux 10.8
2025-04-10T17:57:48.322452,Notification,/api/notifications/user/<user_id>,GET,400,103.96,True,multi-cloud,5c7eee25-96fc-4ba4-875f-e6a737c54d00,598bb4ae-cd84-4187-82d1-08cbeb3de391,42af2e91-a25c-4ca8-95d1-456127e4d687,2331,47.78,484.12,ERROR,Authentication failed,Chrome 92.6.3,Windows 11.5
2025-04-10T17:58:12.322452,Restaurant,/api/restaurants,POST,200,196.05,False,multi-cloud,efdb930e-ac78-43d4-9c7d-819926dcd539,be90519b-acad-478d-aae0-8a335081457b,4e0ef985-d5ad-40ee-a41a-aed891983a67,3479,40.26,243.94,WARN,,Firefox 93.6.7,iOS 14.8
2025-04-10T17:58:14.322452,Order,/api/orders/<order_id>/reorder,POST,200,234.31,False,cloud,6d451650-3f0b-4ea7-962d-4c90951de93b,406f2e6e-1069-42d7-9751-d8eeadd84dcc,77bc0d67-971d-41dc-b719-3340acc79407,1920,50.24,486.19,WARN,,Firefox 93.5.3,macOS 14.3
2025-04-10T17:58:19.322452,User,/api/users/<user_id>/update,PATCH,200,119.74,False,multi-cloud,0333182f-82db-428f-b494-7ab414050886,9cb0d23d-9e06-4bda-ae9e-a9409fa5c42c,39a84f3a-2eaa-41d7-a6f2-0ba7c439969d,4867,84.93,247.02,WARN,,Chrome 76.4.5,Windows 15.5
2025-04-10T17:58:27.322452,Notification,/api/notifications/user/<user_id>,GET,200,88.62,False,multi-cloud,4a753c03-8a3d-48dc-840a-771bb494395c,d8289f7b-b268-495a-8fc3-d59978ac7d92,d4fd6928-135c-439f-a9c3-cabc4b509878,3835,31.58,99.42,WARN,,Safari 99.4.3,Linux 14.4
