timestamp,service,endpoint,method,environment,status_code,response_time_ms,error,request_id
2025-03-31T22:36:20.579908,Delivery,/api/deliveries/<delivery_id>,GET,on-premises,201,257.85,False,DE_982875
2025-03-31T22:36:42.579908,Payment,/api/payments/<transaction_id>,GET,on-premises,201,195.48,False,PA_729720
2025-03-31T22:37:37.579908,Order,/api/orders/<order_id>/reorder,POST,on-premises,200,278.23,False,OR_387654
2025-03-31T22:38:25.579908,Delivery,/api/deliveries/<delivery_id>,GET,multi-cloud,201,296.29,False,DE_680780
2025-03-31T22:38:53.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,multi-cloud,201,205.16,False,RE_693586
2025-03-31T22:40:12.579908,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,cloud,201,314.33,False,DE_357426
2025-03-31T22:41:15.579908,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,on-premises,201,191.04,False,RE_841804
2025-03-31T22:41:40.579908,Delivery,/api/deliveries/<delivery_id>,GET,cloud,201,263.43,False,DE_246649
2025-03-31T22:41:46.579908,Notification,/api/notifications/user/<user_id>,GET,on-premises,200,84.39,False,NO_758956
2025-03-31T22:45:32.579908,User,/api/users/<user_id>/update,PATCH,multi-cloud,201,180.43,False,US_659931
2025-03-31T22:45:50.579908,Order,/api/orders/user/<user_id>,GET,on-premises,200,210.47,False,OR_664396
2025-03-31T22:46:33.579908,Delivery,/api/deliveries/<delivery_id>/mark_delivered,PATCH,multi-cloud,200,351.94,False,DE_823035
2025-03-31T22:47:34.579908,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,on-premises,201,223.06,False,RE_225917
2025-03-31T22:47:37.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,cloud,201,1202.5,False,DE_306988
2025-03-31T22:48:16.579908,Delivery,/api/deliveries/create,POST,cloud,201,300.48,False,DE_635534
2025-03-31T22:48:36.579908,Notification,/api/notifications/send,POST,cloud,201,99.76,False,NO_906481
2025-03-31T22:50:22.579908,Order,/api/orders/<order_id>/cancel,PATCH,on-premises,200,205.74,False,OR_468432
2025-03-31T22:50:28.579908,Payment,/api/payments/<transaction_id>,GET,multi-cloud,200,149.38,False,PA_332732
2025-03-31T22:50:43.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,cloud,201,200.95,False,RE_720635
2025-03-31T22:52:18.579908,Notification,/api/notifications/<notification_id>/read,PATCH,multi-cloud,200,108.39,False,NO_894557
2025-03-31T22:52:24.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,multi-cloud,201,357.38,False,DE_765987
2025-03-31T22:52:46.579908,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,on-premises,201,293.58,False,DE_599722
2025-03-31T22:54:00.579908,Delivery,/api/deliveries/<delivery_id>/mark_delivered,PATCH,cloud,200,231.69,False,DE_311830
2025-03-31T22:54:20.579908,Order,/api/orders/user/<user_id>,GET,cloud,201,253.68,False,OR_677564
2025-03-31T23:07:30.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,on-premises,400,334.93,True,DE_127723
2025-03-31T23:08:00.579908,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,multi-cloud,201,310.28,False,DE_829678
2025-03-31T23:09:40.579908,Order,/api/orders/create,POST,cloud,201,269.78,False,OR_561079
2025-03-31T23:09:52.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,cloud,201,266.97,False,DE_356508
2025-03-31T23:14:53.579908,Notification,/api/notifications/user/<user_id>,GET,multi-cloud,200,99.67,False,NO_105569
2025-03-31T23:15:28.579908,Order,/api/orders/<order_id>,GET,on-premises,201,248.68,False,OR_659252
2025-03-31T23:16:59.579908,Notification,/api/notifications/send,POST,on-premises,201,99.37,False,NO_431868
2025-03-31T23:21:28.579908,Restaurant,/api/restaurants/<restaurant_id>,GET,cloud,503,198.8,True,RE_285340
2025-03-31T23:21:30.579908,Restaurant,/api/restaurants,POST,cloud,201,194.46,False,RE_184080
2025-03-31T23:21:46.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,on-premises,200,272.75,False,DE_515384
2025-03-31T23:22:44.579908,Restaurant,/api/restaurants,GET,on-premises,201,185.13,False,RE_534995
2025-03-31T23:24:16.579908,Payment,/api/payments/<transaction_id>,GET,on-premises,201,209.64,False,PA_745588
2025-03-31T23:24:33.579908,User,/api/users/login,POST,on-premises,201,177.31,False,US_950538
2025-03-31T23:27:04.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,multi-cloud,201,181.83,False,PA_675335
2025-03-31T23:31:44.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,on-premises,201,211.28,False,RE_553105
2025-03-31T23:35:25.579908,User,/api/users/login,POST,cloud,200,140.73,False,US_394054
2025-03-31T23:36:25.579908,Notification,/api/notifications/user/<user_id>,GET,multi-cloud,200,105.69,False,NO_794892
2025-03-31T23:37:44.579908,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,on-premises,500,194.39,True,RE_805475
2025-03-31T23:38:04.579908,Order,/api/orders/<order_id>/cancel,PATCH,multi-cloud,201,203.11,False,OR_629036
2025-03-31T23:40:19.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,on-premises,200,213.45,False,RE_123752
2025-03-31T23:40:32.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,on-premises,200,166.32,False,PA_144738
2025-03-31T23:41:13.579908,Restaurant,/api/restaurants,GET,multi-cloud,200,166.82,False,RE_960120
2025-03-31T23:43:11.579908,User,/api/users/<user_id>/update,PATCH,multi-cloud,404,167.79,True,US_463476
2025-03-31T23:43:29.579908,Notification,/api/notifications/user/<user_id>,GET,on-premises,201,93.11,False,NO_543057
2025-03-31T23:46:43.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,on-premises,201,203.4,False,RE_731172
2025-03-31T23:48:58.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,cloud,200,305.95,False,DE_201376
2025-03-31T23:50:03.579908,Payment,/api/payments/<transaction_id>,GET,on-premises,200,170.45,False,PA_826331
2025-03-31T23:53:04.579908,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,cloud,200,345.44,False,DE_800336
2025-03-31T23:54:10.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,on-premises,201,290.91,False,DE_734122
2025-03-31T23:54:24.579908,Payment,/api/payments/charge,POST,multi-cloud,201,204.18,False,PA_710704
2025-03-31T23:54:30.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,on-premises,201,188.35,False,PA_414451
2025-03-31T23:55:16.579908,Restaurant,/api/restaurants,POST,multi-cloud,404,181.81,True,RE_468452
2025-03-31T23:57:19.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,multi-cloud,200,229.02,False,RE_939070
2025-03-31T23:58:35.579908,User,/api/users/login,POST,on-premises,200,621.48,False,US_425996
2025-03-31T23:59:44.579908,User,/api/users/<user_id>/update,PATCH,multi-cloud,200,173.17,False,US_466326
2025-04-01T00:01:31.579908,Payment,/api/payments/refund,POST,on-premises,200,179.28,False,PA_325019
2025-04-01T00:03:01.579908,User,/api/users/<user_id>,GET,on-premises,201,142.4,False,US_818216
2025-04-01T00:03:14.579908,Notification,/api/notifications/user/<user_id>,GET,on-premises,201,88.93,False,NO_526752
2025-04-01T00:03:38.579908,User,/api/users/<user_id>/update,PATCH,cloud,201,790.54,False,US_284064
2025-04-01T00:04:17.579908,Payment,/api/payments/refund,POST,cloud,200,186.5,False,PA_164044
2025-04-01T00:07:39.579908,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,multi-cloud,201,203.17,False,RE_626047
2025-04-01T00:15:47.579908,Order,/api/orders/create,POST,cloud,200,211.05,False,OR_145186
2025-04-01T00:17:57.579908,User,/api/users/register,POST,cloud,201,142.13,False,US_779520
2025-04-01T00:19:25.579908,Restaurant,/api/restaurants/<restaurant_id>,GET,multi-cloud,201,196.99,False,RE_863264
2025-04-01T00:19:43.579908,Order,/api/orders/<order_id>/reorder,POST,cloud,201,252.16,False,OR_955474
2025-04-01T00:22:04.579908,User,/api/users/<user_id>,GET,on-premises,201,186.97,False,US_793045
2025-04-01T00:23:15.579908,Payment,/api/payments/refund,POST,cloud,201,158.52,False,PA_399631
2025-04-01T00:23:23.579908,User,/api/users/<user_id>,GET,multi-cloud,400,722.94,True,US_110699
2025-04-01T00:24:19.579908,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,on-premises,200,261.35,False,DE_488822
2025-04-01T00:24:26.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,multi-cloud,201,279.6,False,DE_132711
2025-04-01T00:24:38.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,cloud,200,258.04,False,DE_216421
2025-04-01T00:27:00.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,multi-cloud,200,780.99,False,RE_404119
2025-04-01T00:27:33.579908,Order,/api/orders/create,POST,cloud,200,216.49,False,OR_224447
2025-04-01T00:27:37.579908,User,/api/users/login,POST,on-premises,200,158.69,False,US_700441
2025-04-01T00:28:23.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,multi-cloud,201,162.07,False,RE_906991
2025-04-01T00:29:42.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,multi-cloud,201,172.17,False,PA_628646
2025-04-01T00:29:47.579908,User,/api/users/register,POST,cloud,201,134.58,False,US_349062
2025-04-01T00:33:13.579908,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,on-premises,201,166.21,False,RE_788281
2025-04-01T00:37:36.579908,Order,/api/orders/<order_id>,GET,on-premises,201,249.88,False,OR_580047
2025-04-01T00:38:12.579908,Order,/api/orders/<order_id>/cancel,PATCH,on-premises,201,288.15,False,OR_255576
2025-04-01T00:38:32.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,cloud,200,190.8,False,PA_160545
2025-04-01T00:38:54.579908,Order,/api/orders/user/<user_id>,GET,multi-cloud,200,271.19,False,OR_757917
2025-04-01T00:39:23.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,cloud,201,211.52,False,RE_347736
2025-04-01T00:41:30.579908,Notification,/api/notifications/<notification_id>/read,PATCH,cloud,200,102.6,False,NO_393894
2025-04-01T00:45:42.579908,Delivery,/api/deliveries/<delivery_id>,GET,cloud,201,279.37,False,DE_886713
2025-04-01T00:47:19.579908,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,on-premises,200,314.07,False,DE_932599
2025-04-01T00:49:09.579908,User,/api/users/<user_id>/update,PATCH,multi-cloud,201,162.04,False,US_762587
2025-04-01T00:53:43.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,cloud,201,343.65,False,DE_201371
2025-04-01T00:55:25.579908,Order,/api/orders/<order_id>,GET,on-premises,200,249.5,False,OR_807280
2025-04-01T00:55:31.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,201,112.25,False,NO_385855
2025-04-01T00:56:46.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,200,117.82,False,NO_684567
2025-04-01T00:56:48.579908,Delivery,/api/deliveries/create,POST,multi-cloud,201,332.89,False,DE_465890
2025-04-01T00:57:01.579908,User,/api/users/register,POST,on-premises,200,163.97,False,US_112666
2025-04-01T00:58:24.579908,Payment,/api/payments/<transaction_id>,GET,multi-cloud,201,168.27,False,PA_866641
2025-04-01T01:02:03.579908,Notification,/api/notifications/send,POST,cloud,200,108.68,False,NO_913738
2025-04-01T01:02:16.579908,Order,/api/orders/user/<user_id>,GET,multi-cloud,201,265.74,False,OR_332041
2025-04-01T01:02:25.579908,Delivery,/api/deliveries/<delivery_id>,GET,on-premises,200,260.15,False,DE_538974
2025-04-01T01:02:57.579908,Delivery,/api/deliveries/<delivery_id>,GET,on-premises,201,350.69,False,DE_599499
2025-04-01T01:04:41.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,365.55,False,NO_433373
2025-04-01T01:05:54.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,112.78,False,NO_175713
2025-04-01T01:08:54.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,201,93.98,False,NO_556292
2025-04-01T01:09:06.579908,Restaurant,/api/restaurants,POST,on-premises,201,210.72,False,RE_938656
2025-04-01T01:10:00.579908,Order,/api/orders/<order_id>/cancel,PATCH,on-premises,200,255.59,False,OR_225991
2025-04-01T01:11:15.579908,Order,/api/orders/<order_id>/reorder,POST,on-premises,200,228.01,False,OR_548345
2025-04-01T01:11:16.579908,Restaurant,/api/restaurants,POST,multi-cloud,201,188.9,False,RE_709719
2025-04-01T01:11:56.579908,Delivery,/api/deliveries/<delivery_id>,GET,multi-cloud,201,285.41,False,DE_649639
2025-04-01T01:12:44.579908,Order,/api/orders/<order_id>/cancel,PATCH,multi-cloud,500,257.33,True,OR_659550
2025-04-01T01:15:25.579908,Payment,/api/payments/refund,POST,cloud,200,176.2,False,PA_571256
2025-04-01T01:17:18.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,multi-cloud,404,192.9,True,RE_541501
2025-04-01T01:17:22.579908,Order,/api/orders/user/<user_id>,GET,multi-cloud,200,203.83,False,OR_899289
2025-04-01T01:19:57.579908,Order,/api/orders/<order_id>/update_status,PATCH,cloud,200,240.22,False,OR_749324
2025-04-01T01:20:09.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,on-premises,201,196.79,False,PA_960563
2025-04-01T01:22:14.579908,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,multi-cloud,201,288.45,False,DE_852878
2025-04-01T01:23:05.579908,Order,/api/orders/user/<user_id>,GET,cloud,201,273.43,False,OR_671139
2025-04-01T01:23:21.579908,Order,/api/orders/<order_id>/update_status,PATCH,multi-cloud,200,208.16,False,OR_691460
2025-04-01T01:23:26.579908,Notification,/api/notifications/send,POST,cloud,200,125.73,False,NO_126069
2025-04-01T01:24:41.579908,Notification,/api/notifications/send,POST,cloud,200,90.15,False,NO_177505
2025-04-01T01:27:23.579908,User,/api/users/<user_id>,GET,cloud,404,148.32,True,US_340773
2025-04-01T01:28:50.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,on-premises,201,169.12,False,PA_873319
2025-04-01T01:29:56.579908,Order,/api/orders/<order_id>,GET,on-premises,200,272.83,False,OR_220029
2025-04-01T01:29:57.579908,User,/api/users/login,POST,cloud,200,162.78,False,US_863978
2025-04-01T01:30:55.579908,Notification,/api/notifications/<notification_id>/read,PATCH,multi-cloud,200,92.96,False,NO_176218
